Collection,Code,Product Varitation,Product group,Design Variation,Species,Grade,Construction,Profile,Texture,Finish,Edge,Certification
ANTIQUE,Antiq041,Ruskin Parquet De Chevney,Ruskin,Parquet De Chevney Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand002,Ruskin Parquet De Versailles,Ruskin,Parquet De Versailles Panel   ,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand005,Ruskin Random Width Plank,Ruskin,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand005W,Ruskin Random Width Plank,Ruskin,Random Width Planks,Antique French Oak,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,"Original Patina, Hand Polished Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ANTIQUE,Grand007,Charlotte Parquet De Versailles,Charlotte,Parquet De Versailles Panel   ,Antique Oak,Genuine Antique Sourced,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),"Original Patina, Hand Polished Undulations",Naked Skin Lacquer,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG005,Bodega ,Bodega,Extra Wide Plank ,Reclaimed Oak,Genuine Reclaimed Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Natural Oil,Square Shoulder, UKTR Compliant
BOLD SURFACES,ORG029,Capitol,Capitol,Random Width Planks   ,Pine,Genuine Reclaimed Sourced,Solid,Square Edge,Heavy Brushed,Air Dried Restoration Oil Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG006,Ceruse ,Ceruse,Random Width Planks   ,Reclaimed Oak,Genuine Reclaimed Sourced,Solid,Square Edge,Skip Sawn ,Hand Painted,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD004,Claremont ,Claremont,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Worn Skip Sawn ,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG032,Empire ,Empire,Random Width Planks   ,Pine,Genuine Reclaimed Sourced,Solid,Square Edge,Heavy Brushed,Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG008,Eternity ,Eternity,Random Width Planks   ,Pine,Genuine Reclaimed Sourced,Solid,Square Edge,"Open Nail Holes, Soft Sanded ",Original Polished Patina,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD006,Fable,Fable,Extra Wide Plank   ,European Oak,Nature ,2Ply Engineered,Tongue & Grooved & Ends Matched,Raked,Naked Skin Lacquer Super Matt,Hand Rolled Edges, FSC® Mix Credit
BOLD SURFACES,ORG036,Fontaine,Fontaine,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Skip Sawn,Burnished Hardwax Oil Matt,Hand Rolled Edges, FSC® Mix Credit
BOLD SURFACES,ORG007,Hip,Hip,Random Width Planks   ,Pine,Genuine Reclaimed Sourced,Solid,Square Edge,Distressed,Hand Painted,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG037,Minette ,Minette,Narrow Plank  ,European Oak,Nature,Solid,Square Edge,Skip Sawn,Burnished Hardwax Oil Matt,Hand Rolled Edges, FSC® Mix Credit
BOLD SURFACES,ORG034,Orleans ,Orleans,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Skip Sawn,Burnished Hardwax Oil Matt,Hand Rolled Edges, FSC® Mix Credit
BOLD SURFACES,BOLD005,Quincy ,Quincy,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Worn Skip Sawn ,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG033,Rivet,Rivet,Random Width Planks   ,Pine,Genuine Reclaimed Sourced,Solid,Square Edge,Heavy Brushed,Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG030,Scout,Scout,Random Width Planks   ,Pine,Genuine Reclaimed Sourced,Solid,Square Edge,Heavy Brushed,Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD010BL,Temno Narrow Herringbone,Temno,Narrow Herringbone  ,Reclaimed Oak ,Genuine Reclaimed Sourced,2Ply Engineered,Square Edge,Soft Sanded,Original Polished Patina,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD010,Temno Plank,Temno,Random Width Planks,Reclaimed Oak ,Genuine Reclaimed Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Soft Sanded,Original Polished Patina,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD007,Tempest ,Tempest,Extra Wide Plank   ,European Oak,Nature ,2Ply Engineered,Tongue & Grooved & Ends Matched,Raked,Air Dried Restoration Oil Matt,Hand Rolled Edges, FSC® Mix Credit
BOLD SURFACES,ORG031,Thread ,Thread,Random Width Planks   ,Pine,Genuine Reclaimed Sourced,Solid,Square Edge,Brushed,Hand Painted,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG035,Tully,Tully,Narrow Plank  ,European Oak,Nature,Solid,Square Edge,Skip Sawn,Air Dried Restoration Oil Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,ORG009,Yarn ,Yarn,Wall Boarding  ,European Oak,Genuine Reclaimed Sourced,Solid,Finger Joined Elements,"Polished Original Patina, Undulating Shape &  Genuine Antique Features",Natural Oil,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD011,Sepia,Sepia,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Worn Skip Sawn ,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD012,Denim,Denim,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Worn Skip Sawn ,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD013,Bisque,Bisque,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Worn Skip Sawn ,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD014,Merlot,Merlot,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Worn Skip Sawn ,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
BOLD SURFACES,BOLD015,Fossil,Fossil,Narrow Plank  ,European Oak,Nature ,Solid,Square Edge,Worn Skip Sawn ,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT005,Agate Chequerboard,Agate,Chequerboard Panel   ,Antique Elm ,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Original Open Grained Patina,Oilwood Traffic Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT003,Augite Random Width Plank,Augite,Random Width Planks,Reclaimed Oak,Genuine Reclaimed Sourced,Solid,Square Edge,Deep Brushed,Oilwood Traffic Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT014,Cinnabar Extra Wide Plank,Cinnabar,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT020,Garnet Extra Wide Plank,Garnet,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT004,Hematite Parquet De ArDeche,Hematite,Parquet De ArDeche Panel   ,Antique Elm ,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved ,Original Open Grained Patina,Oilwood Traffic Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT006,Hornblende Fingerblock,Hornblende,Fingerblock Panel   ,Antique Elm ,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Original Open Grained Patina,Oilwood Traffic Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT001,Jet Parquet De Versailles,Jet,Parquet De Versailles Panel   ,Antique Elm ,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Original Open Grained Patina,Oilwood Traffic Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT015,Moth II Extra Wide Plank,Moth II,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT002,Obsidian Random Width Plank,Obsidian,Random Width Planks,Antique Elm ,Genuine Antique Sourced,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Oilwood Traffic Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT016,Oyster II Extra Wide Plank,Oyster II,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT018,Pearl Extra Wide Plank,Pearl,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT019,Quartz II Extra Wide Plank,Quartz II,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
CARBONISED,VAULT017,Zircon Extra Wide Plank,Zircon,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Deep Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
EDITIONS,ART45,Abbot Extra Wide Plank,Abbot,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART45.15M-22,Abbot Extra Wide Plank,Abbot,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART45.15M-26,Abbot Extra Wide Plank,Abbot,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART44,Aversley Extra Wide Plank,Aversley,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART44.15M-22,Aversley Extra Wide Plank,Aversley,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART44.15M-26,Aversley Extra Wide Plank,Aversley,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART15.26,Breton Extra Wide Plank,Breton,Extra Wide Plank ,Douglas Fir,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Burnished Hardwax Oil Matt,Micro Bevel, UKTR Compliant
EDITIONS,ART15,Breton Extra Wide Plank,Breton,Extra Wide Plank ,Douglas Fir,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Burnished Hardwax Oil Matt,Micro Bevel, UKTR Compliant
EDITIONS,ART15.30,Breton Super Wide Plank,Breton,Super Wide Plank ,Douglas Fir,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Burnished Hardwax Oil Matt,Micro Bevel, UKTR Compliant
EDITIONS,ART56.15M-22,Cassava Extra Wide Plank,Cassava,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Naked Skin Lacquer Super Matt",Micro Bevel,FSC® 100%
EDITIONS,ART56.15M-26,Cassava Extra Wide Plank,Cassava,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Naked Skin Lacquer Super Matt",Micro Bevel,FSC® 100%
EDITIONS,ART56.20M-22,Cassava Extra Wide Plank,Cassava,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Naked Skin Lacquer Super Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART60.15M-26,Cladonia Extra Wide Plank,Cladonia,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART60.15M-22,Cladonia Extra Wide Plank,Cladonia,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART60.20M-22,Cladonia Extra Wide Plank,Cladonia,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART60BL,Cladonia Herringbone,Cladonia,Herringbone,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Smooth,Naked Skin Lacquer Super Matt,Micro Bevel, FSC® Mix Credit
EDITIONS,ART12,Coast Extra Wide Plank,Coast,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART12.15M-22,Coast Extra Wide Plank,Coast,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART12.15M-26,Coast Extra Wide Plank,Coast,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART12BL,Coast Herringbone,Coast,Herringbone   ,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Brushed,Burnished Hardwax Oil Matt,Micro Bevel, FSC® Mix Credit
EDITIONS,ART12.18,Coast Plank,Coast,Plank   ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART46,Cowdray Extra Wide Plank,Cowdray,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART46.15M-22,Cowdray Extra Wide Plank,Cowdray,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART46.15M-26,Cowdray Extra Wide Plank,Cowdray,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART21,Dovecote Extra Wide Plank,Dovecote,Extra Wide Plank ,American Black Walnut,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Micro Bevel, UKTR Compliant
EDITIONS,ART09,Espresso Extra Wide Plank,Espresso,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Double Fumed, Burnished Hardwax Oil Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART09BL,Espresso Herringbone,Espresso,Herringbone   ,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Brushed,"Double Fumed, Burnished Hardwax Oil Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART09.18,Espresso Plank,Espresso,Plank   ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Double Fumed, Burnished Hardwax Oil Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART47,Floret Extra Wide Plank,Floret,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Hand Rolled Edges, FSC® Mix Credit
EDITIONS,ART25,Heath Extra Wide Plank,Heath,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Double Fumed, Naked Skin Lacquer Super Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART25BL,Heath Herringbone,Heath,Herringbone   ,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Brushed,"Double Fumed, Naked Skin Lacquer Super Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART57.15M-22,Kingham Extra Wide Plank,Kingham,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Naked Skin Lacquer Super Matt",Micro Bevel,FSC® 100%
EDITIONS,ART57.15M-26,Kingham Extra Wide Plank,Kingham,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Naked Skin Lacquer Super Matt",Micro Bevel,FSC® 100%
EDITIONS,ART57.20M-22,Kingham Extra Wide Plank,Kingham,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Naked Skin Lacquer Super Matt",Micro Bevel,FSC® 100%
EDITIONS,ART59.22,Loft Extra Wide Plank ,Loft,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART59.15M-22,Loft Extra Wide Plank ,Loft,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART59.15M-26,Loft Extra Wide Plank ,Loft,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Burnished Hardwax Oil Matt,Micro Bevel,FSC® 100%
EDITIONS,ART26,Monroe Extra Wide Plank,Monroe,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Double Fumed, Naked Skin Lacquer Super Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART26BL,Monroe Herringbone,Monroe,Herringbone   ,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Brushed,"Double Fumed, Naked Skin Lacquer Super Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART24.22,Otis Extra Wide Plank,Otis,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Hand Rolled Edges, FSC® Mix Credit
EDITIONS,ART24.15M-22,Otis Extra Wide Plank ,Otis,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Hand Rolled Edges,FSC® 100%
EDITIONS,ART24.15M-26,Otis Extra Wide Plank ,Otis,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Hand Rolled Edges,FSC® 100%
EDITIONS,ART24BL,Otis Herringbone,Otis,Herringbone   ,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Smooth,Naked Skin Lacquer Super Matt,Hand Rolled Edges, FSC® Mix Credit
EDITIONS,ART53,Pendower Extra Wide Plank,Pendower,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Organic Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART53.15M-26,Pendower Extra Wide Plank ,Pendower,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Organic Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART53.15M-22,Pendower Extra Wide Plank ,Pendower,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Organic Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART40.22,Peteril Extra Wide Plank,Peteril,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,"Worn, Hit & Miss Saw Marks",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
EDITIONS,ART40.26,Peteril Extra Wide Plank,Peteril,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,"Worn, Hit & Miss Saw Marks",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
EDITIONS,ART40.29,Peteril Super Wide Plank,Peteril,Super Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,"Worn, Hit & Miss Saw Marks",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
EDITIONS,ART48,Ralston Extra Wide Plank,Ralston,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,Naked Skin Lacquer Super Matt,Hand Rolled Edges, FSC® Mix Credit
EDITIONS,ART58.15M-26,Ristretto Extra Wide Plank,Ristretto,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Burnished Hardwax Oil Matt",Micro Bevel,FSC® 100%
EDITIONS,ART58.15M-22,Ristretto Extra Wide Plank,Ristretto,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Burnished Hardwax Oil Matt",Micro Bevel,FSC® 100%
EDITIONS,ART58.20M-22,Ristretto Extra Wide Plank,Ristretto,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Deep Fumed, Burnished Hardwax Oil Matt",Micro Bevel, FSC® Mix Credit
EDITIONS,ART39.22,Rivelin Extra Wide Plank,Rivelin,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,"Worn, Hit & Miss Saw Marks",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
EDITIONS,ART39.26,Rivelin Extra Wide Plank,Rivelin,Extra Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,"Worn, Hit & Miss Saw Marks",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
EDITIONS,ART39.29,Rivelin Super Wide Plank,Rivelin,Super Wide Plank ,European Larch,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,"Worn, Hit & Miss Saw Marks",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
EDITIONS,ART35,Sienna Extra Wide Plank,Sienna,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Burnished Hardwax Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART35.15M-22,Sienna Extra Wide Plank,Sienna,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Burnished Hardwax Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART35.15M-26,Sienna Extra Wide Plank,Sienna,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Burnished Hardwax Oil Super Matt,Micro Bevel,FSC® 100%
EDITIONS,ART35BL,Sienna Herringbone,Sienna,Herringbone   ,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Smooth,Burnished Hardwax Oil Super Matt,Micro Bevel, FSC® Mix Credit
EDITIONS,ART28,Tolland Extra Wide Plank,Tolland,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Brushed,"Double Fumed, Satin Lacquer",Micro Bevel, FSC® Mix Credit
EDITIONS,ART28BL,Tolland Herringbone,Tolland,Herringbone   ,European Oak,Nature,2Ply Engineered,Grooved 3 Sides,Brushed,"Double Fumed, Satin Lacquer",Micro Bevel, FSC® Mix Credit
EDITIONS,ART38,Winster Extra Wide Plank,Winster,Extra Wide Plank ,European Oak,Nature,2Ply Engineered,Tongue & Grooved & Ends Matched,Smooth,Naked Skin Lacquer Super Matt,Micro Bevel,FSC® 100%
ENGLISH NATIVE TIMBERS,NAT002,Elias Random Width Plank ,Elias,Random Width Planks,English Oak,Quarter Sawn,2Ply Engineered,Tongue & Grooved & Ends Matched,"Hand Polished Undulations, Skip Sawn",Naked Skin Lacquer Matt,Soft Rolled Edges, UKTR Compliant
ENGLISH NATIVE TIMBERS,NAT006,Elswick Random Width Plank,Elswick,Random Width Planks,English Oak,Quarter Sawn,2Ply Engineered,Tongue & Grooved & Ends Matched,"Smooth Sanded, Gentle Undulations ",Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
ENGLISH NATIVE TIMBERS,NAT005,Forecastle Random Width Plank,Forecastle,Random Width Planks,English Oak,Quarter Sawn,2Ply Engineered,Tongue & Grooved & Ends Matched,"Smooth Sanded, Gentle Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ENGLISH NATIVE TIMBERS,NAT001,Galion Random Width Plank,Galion,Random Width Planks,English Oak,Quarter Sawn,2Ply Engineered,Tongue & Grooved & Ends Matched,"Hand Polished Undulations, Skip Sawn",Burnished Hardwax Oil Satin,Soft Rolled Edges, UKTR Compliant
ENGLISH NATIVE TIMBERS,NAT007,Roebuck Random Width Plank,Roebuck,Random Width Planks,English Oak,Quarter Sawn,2Ply Engineered,Tongue & Grooved & Ends Matched,"Smooth Sanded, Gentle Undulations ",Naked Skin Lacquer Super Matt,Hand Rolled Edges, UKTR Compliant
ENGLISH NATIVE TIMBERS,NAT008,Argyll Random Width Plank,Argyll,Random Width Planks,English Oak,Quarter Sawn,2Ply Engineered,Tongue & Grooved & Ends Matched,"Smooth Sanded, Gentle Undulations ",Burnished Hardwax Oil Matt,Hand Rolled Edges, UKTR Compliant
PARQUETRY,EMPRE005,Coronet Parquet de Versailles,Coronet,Parquet De Versailles Panel,American Black Walnut,Prime ,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),Smooth Polished,Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
PARQUETRY,EMPRE007,Inca Concentric Design Panel,Inca,Concentric Design Panel ,American Black Walnut,Prime ,2Ply Engineered,Grooved 4 Sides (supplied with Loose Tongues),Smooth Polished,Burnished Hardwax Oil Satin,Hand Rolled Edges, UKTR Compliant
PARQUETRY,GEC001,Leda End Grain,Leda,Plank   ,European Oak,End Grain,3Layer Engineered,Tongue & Grooved & Ends Matched,Smooth,Satin Lacquer,Square Shoulder,70% PEFC Certified
